User_ID,Name,Age,City,Annual_Salary,HRA_Received,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Home_Loan_Principal_80C,Donations_80G,Regime,Total_Deductions,Taxable_Income,Groceries,Utilities,Healthcare,Education,Entertainment,Rent_Paid,Total_Expenses,Savings,Expense_Ratio,Tax_Old_Regime,Tax_New_Regime,Best_Regime,Tax_Savings
U0226,Aaryahi Jhaveri,35,Dindigul,1623520,55782,68136,49028,6008,0,22936,24256,Old,147428,1426092,32208.0,96441.0,35794.0,74545.0,53102.0,172493,461190.0,1162330.0,0.28,240327.59999999998,135218.4,New Regime,105109.19999999998
U0227,Neysa Sampath,50,Ahmedabad,2019061,269249,111541,49877,7987,200000,50182,11665,Old,381070,1587991,27419.0,26767.0,71789.0,40975.0,66488.0,205149,440134.0,1578927.0,0.22,288897.3,176397.3,New Regime,112500.0
U0228,Ishaan Bala,47,Patna,1896972,174481,61842,32247,30966,0,111259,21694,New,146749,1700223,88265.0,33493.0,60582.0,54753.0,83502.0,309416,625360.0,1271612.0,0.33,322566.9,210066.9,New Regime,112500.00000000003
U0229,Mannat Chopra,52,Eluru,1603358,265400,26990,43461,3332,0,95042,11314,Old,85097,1468261,52743.0,23308.0,96451.0,46148.0,93508.0,282435,590466.0,1012892.0,0.37,252978.3,143652.2,New Regime,109326.09999999998
U0230,Adira Mander,49,Surendranagar Dudhrej,2299443,296100,147265,27938,787,0,13163,652,Old,176642,2072801,89859.0,54800.0,93305.0,44359.0,43362.0,243834,573201.0,1726242.0,0.25,434340.3,321840.3,New Regime,112500.0
U0231,Emir Bava,31,Adoni,1839758,85585,30109,40469,38990,0,143609,22183,Old,131751,1658007,61921.0,74578.0,66630.0,59905.0,96611.0,350403,707009.0,1132749.0,0.38,309902.1,197402.1,New Regime,112499.99999999997
U0232,Kimaya Ganesan,54,Asansol,2205468,80682,130356,17600,9873,100000,22419,16182,New,274011,1881457,69361.0,91847.0,33935.0,84034.0,84915.0,261211,623536.0,1581932.0,0.28,376937.1,264437.1,New Regime,112500.0
U0233,Prerak Verma,25,Madurai,526108,228936,128133,20435,17006,0,121211,8812,New,174386,301722,85262.0,39997.0,89950.0,26459.0,99538.0,356993,697972.0,-171864.0,1.33,0.0,0.0,Old Regime,0.0
U0234,Badal Rajagopalan,25,Bangalore,2107692,179992,1306,18581,20225,0,122762,3790,Old,43902,2013790,70916.0,76712.0,77986.0,45779.0,43114.0,397013,711613.0,1396079.0,0.34,416637.0,304137.0,New Regime,112500.0
U0235,Manikya Johal,49,Patna,1731329,134416,3849,14191,36444,0,834,15659,Old,70143,1611186,68715.0,69497.0,76548.0,26795.0,20187.0,143095,408094.0,1323235.0,0.24,295855.8,183355.8,New Regime,112500.0
U0236,Tushar Bail,51,Danapur,2480154,236186,12360,19190,35340,0,32214,1645,Old,68535,2361619,78492.0,94991.0,30054.0,75408.0,66276.0,197886,541723.0,1938431.0,0.22,520985.7,408485.69999999995,New Regime,112500.00000000006
U0237,Azad Dani,54,Bharatpur,737827,177810,111072,27386,39683,200000,2413,10435,Old,388576,299251,65632.0,33772.0,34236.0,82133.0,78634.0,365711,660693.0,77134.0,0.9,0.0,0.0,Old Regime,0.0
U0238,Mahika Bose,49,Guntakal,1940889,88067,94767,31721,5033,0,9505,20896,New,152417,1738472,24951.0,96925.0,35803.0,53021.0,70083.0,115292,394161.0,1546728.0,0.2,334041.6,221541.59999999998,New Regime,112500.0
U0239,Advik Chaudhari,44,Jodhpur,2103194,223757,54330,13704,7788,200000,102802,21143,New,296965,1756229,47913.0,74727.0,19266.0,72221.0,61761.0,154813,426161.0,1677033.0,0.2,339368.69999999995,226868.7,New Regime,112499.99999999994
U0240,Dhanuk Rege,37,Mysore,788349,68073,51707,2123,15689,0,133177,22258,Old,91777,646572,64439.0,77274.0,51118.0,70142.0,75985.0,177136,514777.0,273572.0,0.65,41814.4,0.0,New Regime,41814.4
U0241,Rati Brahmbhatt,33,Shivpuri,1462729,86035,18689,25174,44220,0,128303,3688,Old,91771,1320958,57690.0,77677.0,74922.0,92130.0,72767.0,131631,502523.0,960206.0,0.34,208787.4,114191.6,New Regime,94595.79999999999
U0242,Jivin Madan,27,Machilipatnam,2049189,246049,29084,44301,21598,200000,114897,7689,New,302672,1696517,24109.0,92066.0,47292.0,54846.0,64258.0,89885,374552.0,1674637.0,0.18,321455.1,208955.1,New Regime,112499.99999999997
U0243,Anahi Shan,31,Saharanpur,2379079,283782,40387,49376,37480,0,58408,1379,Old,128622,2200457,79732.0,93214.0,79265.0,61746.0,34032.0,265378,614172.0,1764907.0,0.26,472637.1,360137.1,New Regime,112500.0
U0244,Azad Basak,30,Bhilwara,794030,140373,74816,47216,29703,100000,116908,4243,New,255978,488052,96158.0,48658.0,81565.0,33438.0,73990.0,129812,464753.0,329277.0,0.59,0.0,0.0,Old Regime,0.0
U0245,Aarush Krishnan,32,Aligarh,476077,133362,2642,14586,66,200000,79731,10237,Old,227531,198546,66647.0,28524.0,95267.0,69631.0,83680.0,261572,599364.0,-123287.0,1.26,0.0,0.0,Old Regime,0.0
U0246,Diya Barad,51,Bihar Sharif,533515,140517,42137,31976,48623,0,65131,22891,New,145627,337888,80516.0,96117.0,38829.0,64060.0,25304.0,124900,431600.0,101915.0,0.81,0.0,0.0,Old Regime,0.0
U0247,Oorja Bajwa,33,Tirunelveli,1655564,115450,62260,25416,45246,0,64280,16330,Old,149252,1456312,55612.0,89569.0,68727.0,97383.0,77397.0,358432,752621.0,902943.0,0.45,249393.6,141262.4,New Regime,108131.20000000001
U0248,Tanya Hegde,54,Nangloi Jat,2308327,60382,146510,1814,7533,100000,15762,24203,Old,280060,1978267,74317.0,94819.0,48780.0,76431.0,20935.0,152692,476792.0,1831535.0,0.21,405980.1,293480.1,New Regime,112500.0
U0249,Vivaan Golla,29,Bhagalpur,525885,185509,48442,13001,15103,0,117798,24977,New,101523,374362,51037.0,52865.0,90997.0,69078.0,32163.0,307208,609930.0,-84045.0,1.16,0.0,0.0,Old Regime,0.0
U0250,Divit Ramachandran,25,Bikaner,1296209,252043,103061,16508,4616,0,116854,19037,New,143222,1102987,50703.0,37374.0,69838.0,60883.0,83822.0,126403,427750.0,868459.0,0.33,143396.1,75448.05,New Regime,67948.05
U0251,Kashvi Shankar,43,Bareilly,941656,245684,134066,19630,46045,0,58703,5611,Old,205352,686304,29477.0,23184.0,47985.0,70770.0,65763.0,171170,408018.0,533638.0,0.43,49760.8,0.0,New Regime,49760.8
U0252,Faiyaz Deep,34,Singrauli,1070688,271427,125844,13380,38498,0,63079,22511,Old,200233,820455,76076.0,44038.0,96600.0,79558.0,51979.0,351312,702897.0,367791.0,0.66,76591.0,37045.5,New Regime,39545.5
U0253,Sumer Issac,36,Mehsana,630203,111929,99575,48174,43492,100000,21577,12516,New,303757,276446,56635.0,82789.0,46025.0,29806.0,77406.0,392023,687513.0,-57310.0,1.09,0.0,0.0,Old Regime,0.0
U0254,Parinaaz Ganguly,48,Berhampore,1213738,283483,1813,35699,11772,0,1214,13886,New,63170,1100568,24773.0,98517.0,71729.0,77284.0,60248.0,139871,474652.0,739086.0,0.39,142670.4,75085.2,New Regime,67585.2
U0255,Kaira Dey,39,Satara,2451531,278590,93027,46335,23849,0,86339,20307,Old,183518,2218013,26220.0,73184.0,20565.0,38662.0,90946.0,112174,366958.0,2084573.0,0.15,477903.89999999997,365403.9,New Regime,112499.99999999994
U0256,Damini Kumer,51,Panvel,1953731,148864,123489,46806,49036,100000,48114,24843,Old,344174,1559557,45505.0,47776.0,85180.0,59392.0,54222.0,310823,598577.0,1355154.0,0.31,280367.1,167867.1,New Regime,112499.99999999997
U0257,Anvi Zachariah,46,Guntakal,595716,193401,84381,12317,12940,0,63230,13716,New,123354,422362,99555.0,56440.0,30961.0,52547.0,38740.0,303563,580850.0,14866.0,0.98,0.0,0.0,Old Regime,0.0
U0258,Nayantara Deshmukh,48,Rampur,1290695,75169,55276,35739,16932,0,67194,5912,New,113859,1126836,98674.0,93578.0,71710.0,92825.0,34447.0,217653,606798.0,683897.0,0.47,150550.8,79025.4,New Regime,71525.4
U0259,Mohanlal Balay,33,North Dumdum,400126,137468,41243,34785,29769,100000,112333,21514,New,227311,122815,41733.0,46441.0,45633.0,52999.0,73954.0,190155,445939.0,-45813.0,1.11,0.0,0.0,Old Regime,0.0
U0260,Nitara Badami,44,Singrauli,1238761,84594,60272,31980,24648,0,37792,21823,New,138723,1050038,31705.0,58897.0,84369.0,89809.0,35251.0,391822,689418.0,549343.0,0.56,127511.4,67505.7,New Regime,60005.7
U0261,Gokul Deshmukh,41,Tezpur,900315,258029,65618,23799,47411,100000,45807,24264,New,261092,589223,77753.0,88289.0,31767.0,75306.0,86167.0,368793,728915.0,171400.0,0.81,30344.600000000002,0.0,New Regime,30344.600000000002
U0262,Kaira Chhabra,54,Dharmavaram,2169246,241703,1920,35183,32966,200000,125266,6449,Old,276518,1842728,19975.0,47015.0,78988.0,44416.0,49087.0,207795,451128.0,1718118.0,0.21,365318.4,252818.4,New Regime,112500.00000000003
U0263,Suhana Kara,41,Kamarhati,1558521,95033,106121,29166,27777,0,136213,1725,Old,164789,1343732,92257.0,19053.0,86746.0,73191.0,20572.0,168668,462955.0,1095566.0,0.3,215619.59999999998,118746.4,New Regime,96873.19999999998
U0264,Zain Mammen,50,Bhatpara,1699445,113133,76872,19480,32567,100000,104292,15870,New,244789,1404656,83270.0,65776.0,39875.0,60627.0,24593.0,293397,571444.0,1128001.0,0.34,233896.8,130931.20000000001,New Regime,102965.59999999998
U0265,Alisha Dugar,44,Gulbarga,1141426,254237,81132,1609,49723,0,122984,9304,Old,141768,949658,65406.0,80813.0,36925.0,47176.0,95648.0,225639,557068.0,584358.0,0.49,102431.6,52448.7,New Regime,49982.90000000001
U0266,Inaaya  Shere,36,Anantapuram,898716,123861,2093,717,17174,0,13777,7522,Old,27506,821210,74647.0,73250.0,95598.0,36376.0,51041.0,319141,651347.0,247369.0,0.72,76742.0,37121.0,New Regime,39621.0
U0267,Kismat Wable,54,Kolkata,2402324,233362,12905,19945,42598,200000,38346,13663,New,289111,2063213,69935.0,97552.0,80219.0,67824.0,58662.0,176019,547859.0,1854465.0,0.23,431463.89999999997,318963.9,New Regime,112499.99999999994
U0268,Rhea Doctor,31,Erode,2467801,275103,121759,25592,13798,200000,54703,4784,Old,365933,2051868,65483.0,43571.0,59955.0,83784.0,62360.0,108803,427839.0,2039962.0,0.17,428060.39999999997,315560.4,New Regime,112499.99999999994
U0269,Divyansh Ghosh,26,Mira-Bhayandar,532717,81750,30981,28141,17558,0,94977,9472,Old,86152,396565,58581.0,93451.0,45140.0,98360.0,30823.0,229302,556969.0,-24252.0,1.05,0.0,0.0,Old Regime,0.0
U0270,Kimaya Badami,27,Morbi,894592,276227,73903,30009,44237,100000,47819,17616,Old,265765,578827,94443.0,84871.0,80179.0,31426.0,31403.0,228934,546973.0,347619.0,0.61,28265.4,0.0,New Regime,28265.4
U0271,Jiya Gopal,41,Pudukkottai,1617078,90461,70821,45430,178,200000,134917,10055,New,326484,1240594,71383.0,23471.0,55469.0,99981.0,33667.0,310147,597697.0,1019381.0,0.37,184678.2,98118.8,New Regime,86559.40000000001
U0272,Shanaya Sharaf,29,Raurkela Industrial Township,2354727,254872,109200,6782,20470,200000,110186,12676,New,349128,1955599,72754.0,26562.0,68457.0,98759.0,45371.0,110795,422613.0,1932114.0,0.18,399179.7,286679.69999999995,New Regime,112500.00000000006
U0273,Jivika Sha,41,Deoghar,2429454,128222,82289,26536,17118,100000,23290,24722,Old,250665,2128789,91625.0,80357.0,99348.0,78502.0,48545.0,350914,742685.0,1686769.0,0.31,451136.7,338636.69999999995,New Regime,112500.00000000006
U0274,Aarav Varty,48,Sri Ganganagar,2115630,162020,116506,33816,22616,0,112551,7446,Old,180384,1885246,32982.0,23333.0,78648.0,49536.0,78157.0,91093,355630.0,1760000.0,0.17,378073.8,265573.8,New Regime,112500.0
U0275,Ela Hayer,41,Jabalpur,718408,74226,78513,25933,798,0,98682,21000,Old,126244,542164,48590.0,46386.0,40036.0,20319.0,94836.0,359713,611391.0,107017.0,0.85,20932.800000000003,0.0,New Regime,20932.800000000003
U0276,Vihaan Bajwa,51,Bokaro,868276,56721,138746,11618,7601,200000,134365,4725,Old,362690,455586,66311.0,76172.0,53050.0,54209.0,37129.0,353334,639370.0,228906.0,0.74,0.0,0.0,Old Regime,0.0
U0277,Mamooty Aurora,41,Davanagere,1414920,237226,50516,8307,25363,0,118017,20061,Old,104247,1260673,56334.0,47849.0,42972.0,28735.0,90143.0,253824,526396.0,888524.0,0.37,190701.9,102134.6,New Regime,88567.29999999999
U0278,Samar Soman,26,Baranagar,911411,70609,69212,26671,2795,100000,119496,14769,Old,213447,647964,41316.0,38385.0,86135.0,34824.0,59769.0,243399,505024.0,406387.0,0.55,42092.8,0.0,New Regime,42092.8
U0279,Jiya Raj,26,Karawal Nagar,1284377,233202,133498,40673,31926,0,57089,22671,New,228768,1005609,44377.0,88799.0,96218.0,39606.0,36566.0,384214,689459.0,594918.0,0.54,114182.7,60841.35,New Regime,53341.35
U0280,Devansh Aggarwal,52,Begusarai,440738,180513,130970,42761,45264,0,147680,24864,Old,243859,146879,60371.0,79608.0,23149.0,89770.0,49402.0,120197,424205.0,16533.0,0.96,0.0,0.0,Old Regime,0.0
U0281,Lakshay Gola,46,Aligarh,2298739,253981,90009,10338,37356,0,128713,1409,Old,139112,2109627,97535.0,50006.0,71818.0,86130.0,58431.0,82261,446412.0,1852327.0,0.19,445388.1,332888.1,New Regime,112500.0
U0282,Shanaya Badami,47,Bhalswa Jahangir Pur,1629336,154211,44816,38346,7297,200000,16619,8205,New,298664,1280672,63519.0,26461.0,91418.0,76230.0,35006.0,237584,537185.0,1092151.0,0.33,196701.59999999998,106134.4,New Regime,90567.19999999998
U0283,Tanya Sagar,29,Chinsurah,1417433,236321,4138,46602,3084,0,78006,16365,Old,70189,1297244,29417.0,90947.0,47864.0,46658.0,55917.0,371077,642301.0,775132.0,0.45,201673.2,109448.8,New Regime,92224.40000000001
U0284,Tiya Kaul,25,Dharmavaram,866725,229967,91176,6548,30329,100000,14779,256,Old,228309,588416,69155.0,50508.0,67906.0,50482.0,68539.0,215450,524329.0,342396.0,0.6,30183.2,0.0,New Regime,30183.2
U0285,Lakshit Mammen,25,Kamarhati,1574737,275545,75945,40149,11110,0,21630,18105,Old,145309,1379428,29279.0,21344.0,74175.0,61574.0,78912.0,120583,390326.0,1184411.0,0.25,226328.4,125885.6,New Regime,100442.79999999999
U0286,Rati Iyer,43,Coimbatore,1981530,186728,4017,21164,731,0,105575,15704,Old,41616,1889914,60525.0,29944.0,56503.0,52197.0,50361.0,240105,486771.0,1494759.0,0.25,379474.2,266974.2,New Regime,112500.0
U0287,Aniruddh Sarraf,54,Pimpri-Chinchwad,1244193,174865,10451,27526,1129,0,115436,17807,New,56913,1137280,59812.0,62624.0,70957.0,51661.0,61605.0,191032,504285.0,739908.0,0.41,153684.0,80592.0,New Regime,73092.0
U0288,Urvi Mani,26,Satara,2487258,124520,93863,31222,28022,100000,143250,21337,Old,274444,2162814,53930.0,22635.0,51515.0,90800.0,68232.0,286940,577824.0,1909434.0,0.23,461344.2,348844.19999999995,New Regime,112500.00000000006
U0289,Ayesha Hans,45,Motihari,698512,244812,10278,20176,1605,0,22784,2990,New,35049,613463,81055.0,94096.0,34133.0,95035.0,89862.0,384748,774272.0,-75760.0,1.11,35192.600000000006,0.0,New Regime,35192.600000000006
U0290,Samar Vala,36,Kishanganj,1062143,114309,43764,2941,11970,0,112167,1195,Old,59870,952273,29154.0,30765.0,42215.0,47617.0,72849.0,306727,526781.0,535362.0,0.5,102954.6,52840.95,New Regime,50113.65000000001
U0291,Pihu Ray,50,Bhagalpur,1650155,79984,123030,5695,43705,0,67359,20943,Old,193373,1406782,74915.0,62210.0,84313.0,92878.0,67668.0,153869,539923.0,1110232.0,0.33,234534.59999999998,131356.4,New Regime,103178.19999999998
U0292,Mannat Borde,30,Panipat,1396530,168947,132206,39169,44130,0,78608,20749,New,236254,1110276,57992.0,98858.0,88080.0,61975.0,79293.0,347554,737817.0,658713.0,0.53,145582.8,76541.4,New Regime,69041.4
U0293,Pari Kari,47,Ramagundam,1171253,254894,62943,47947,29265,200000,15111,1244,Old,341399,779854,68056.0,27190.0,52853.0,39222.0,21241.0,267116,478196.0,693057.0,0.41,68470.8,32985.4,New Regime,35485.4
U0294,Ira D’Alia,28,Ludhiana,2476696,55901,95667,47224,32330,200000,24161,11415,New,386636,2040060,94297.0,72069.0,93182.0,49555.0,85336.0,274387,665706.0,1810990.0,0.27,424518.0,312018.0,New Regime,112500.0
U0295,Charvi Ganesh,47,Dibrugarh,1778246,212624,54318,45865,2933,0,118920,6766,New,109882,1618364,55843.0,58281.0,59433.0,38973.0,81615.0,282416,571231.0,1207015.0,0.32,298009.19999999995,185509.2,New Regime,112499.99999999994
U0296,Anaya Krishna,35,Bhiwani,2436915,272317,103423,25553,15187,100000,104823,21686,New,265849,2121066,16892.0,33372.0,50209.0,66517.0,88505.0,166716,425116.0,2011799.0,0.17,448819.8,336319.8,New Regime,112500.0
U0297,Oorja Bhavsar,48,Erode,783152,81055,103998,38965,25791,200000,125014,11662,Old,380416,352736,79312.0,54562.0,95480.0,23429.0,26476.0,134245,413904.0,369248.0,0.53,0.0,0.0,Old Regime,0.0
U0298,Vritika Acharya,51,Salem,1354652,218757,60128,38218,24900,0,130466,16210,Old,139456,1165196,47858.0,58942.0,72257.0,77604.0,90334.0,123056,472028.0,882624.0,0.35,162058.8,84779.4,New Regime,77279.4
U0299,Kavya Bhagat,41,Begusarai,1445482,255037,21869,25359,5074,200000,67313,17690,Old,269992,1125490,88907.0,34247.0,38778.0,49633.0,87510.0,330736,634019.0,811463.0,0.44,150147.0,78823.5,New Regime,71323.5
U0300,Trisha Wason,30,Kollam,2239765,195788,5039,24816,46805,200000,80308,10313,Old,286973,1902792,28183.0,85541.0,44416.0,98967.0,74287.0,359687,689519.0,1550246.0,0.31,383337.6,270837.6,New Regime,112500.0
U0301,Stuvan Sandal,48,Bhalswa Jahangir Pur,1991961,164099,112935,8378,26426,0,46389,2402,New,150141,1791820,27136.0,75824.0,73610.0,30405.0,55260.0,305683,573552.0,1418409.0,0.29,350046.0,237546.0,New Regime,112500.0
U0302,Veer Cherian,29,Raipur,2114331,61138,10442,1881,39867,0,149233,16880,Old,69070,1995261,58925.0,79787.0,68846.0,33895.0,67609.0,345972,655993.0,1458338.0,0.31,411078.3,298578.3,New Regime,112500.0
U0303,Heer Dara,44,Singrauli,2338900,216370,73788,39567,893,200000,107800,19783,Old,334031,1954869,94347.0,20959.0,66727.0,37402.0,20251.0,196656,432615.0,1906285.0,0.18,398960.7,286460.69999999995,New Regime,112500.00000000006
U0304,Madhup Grover,26,Mirzapur,1695302,232184,119729,47365,34158,100000,138562,13275,New,314527,1330775,83353.0,94863.0,60731.0,67829.0,41581.0,97087,445452.0,1249850.0,0.26,211732.5,116155.0,New Regime,95577.5
U0305,Aradhya Suri,30,Bhiwandi,970451,73429,27586,13675,19773,0,119547,14915,New,75949,844502,78676.0,44965.0,95053.0,79974.0,66746.0,373481,741961.0,228490.0,0.76,81400.40000000001,39450.2,New Regime,41950.20000000001
U0306,Arhaan Shah,46,Bijapur,419816,100200,53053,4586,4239,0,24502,909,Old,62787,307029,82809.0,73422.0,93728.0,96521.0,52772.0,216554,614513.0,-194697.0,1.46,0.0,0.0,Old Regime,0.0
U0307,Anya Walia,35,Tenali,1367344,252380,86346,25006,20863,0,35757,15806,New,148021,1169323,85085.0,95686.0,42912.0,30705.0,21484.0,262024,539320.0,828024.0,0.39,163296.9,85398.45,New Regime,77898.45
U0308,Yakshit Jani,40,Moradabad,1604565,229316,67087,41198,3432,100000,41111,372,New,212089,1342476,86947.0,79513.0,59423.0,83843.0,51268.0,216535,576221.0,1028344.0,0.36,215242.8,118495.2,New Regime,96747.59999999999
U0309,Miraya Borde,40,Khammam,2069595,298289,143697,22831,35139,100000,98273,22620,New,324287,1695308,86650.0,82428.0,99038.0,55792.0,23081.0,323236,672840.0,1396755.0,0.33,321092.4,208592.4,New Regime,112500.00000000003
U0310,Ishaan Trivedi,25,Mangalore,1438896,295127,34397,35113,1515,200000,58645,1344,New,272369,1116527,59677.0,63216.0,64054.0,65097.0,85193.0,150448,484001.0,954895.0,0.34,147458.1,77479.05,New Regime,69979.05
U0311,Nitya Krishnamurthy,33,Barasat,1974623,151268,58671,16459,31670,0,110218,8515,New,115315,1809308,72123.0,47038.0,54536.0,46915.0,24870.0,84648,337326.0,1637297.0,0.17,355292.4,242792.4,New Regime,112500.00000000003
U0312,Mamooty Deshmukh,52,Silchar,533554,286513,116214,32443,48674,100000,59055,2431,Old,299762,183792,80538.0,88066.0,96448.0,50816.0,34721.0,375767,726875.0,-193321.0,1.36,0.0,0.0,Old Regime,0.0
U0313,Jiya Bajaj,51,Sangli-Miraj & Kupwad,664223,67347,66897,42316,39094,100000,119815,21054,Old,269361,344862,46453.0,97859.0,29289.0,33971.0,80874.0,115634,402673.0,261550.0,0.61,0.0,0.0,Old Regime,0.0
U0314,Lavanya Varty,30,Panvel,2368797,197992,136355,30595,14605,0,140070,19168,Old,200723,2118074,91684.0,72297.0,84982.0,27393.0,36834.0,391478,700959.0,1667838.0,0.3,447922.2,335422.19999999995,New Regime,112500.00000000006
U0315,Amira Badami,40,Shivpuri,1508252,81822,138682,5877,5586,0,101026,10585,Old,160730,1297522,87418.0,18636.0,32823.0,76843.0,73089.0,102054,395967.0,1112285.0,0.26,201756.59999999998,109504.4,New Regime,92252.19999999998
U0316,Rania Balasubramanian,53,Ramgarh,2190380,227731,14924,39553,35685,200000,70192,15462,Old,305624,1834756,60610.0,34589.0,29549.0,61657.0,27376.0,150028,362798.0,1827582.0,0.17,362926.8,250426.8,New Regime,112500.0
U0317,Indranil Ramanathan,27,Davanagere,2063261,90108,113143,48601,48669,200000,52021,1695,Old,412108,1601153,28640.0,19929.0,21692.0,64532.0,48137.0,102207,292053.0,1771208.0,0.14,292845.9,180345.9,New Regime,112500.00000000003
U0318,Jayan Banik,44,Kochi,2066471,178955,110253,4922,31186,0,29092,1907,Old,148268,1868203,65307.0,21715.0,44769.0,33129.0,87647.0,310893,558686.0,1507785.0,0.27,372960.9,260460.9,New Regime,112500.00000000003
U0319,Tara Sachdev,52,Aligarh,1598097,270171,100297,4686,26928,100000,132314,21198,New,253109,1294988,65375.0,55461.0,100330.0,31710.0,29887.0,161554,444065.0,1154032.0,0.28,200996.4,108997.6,New Regime,91998.79999999999
U0320,Armaan Anand,51,Buxar,826752,57967,869,32766,32728,0,106843,17164,Old,83527,693225,26005.0,66787.0,20264.0,39192.0,55639.0,232458,435190.0,391562.0,0.53,51145.0,0.0,New Regime,51145.0
U0321,Rasha Gala,28,Berhampur,988365,160719,97088,14407,17551,100000,132903,1019,Old,230065,708300,71644.0,64885.0,91309.0,35528.0,61363.0,163276,488528.0,499837.0,0.49,54160.0,25830.0,New Regime,28330.0
U0322,Divij Mangat,43,Siliguri,1224690,61871,1014,32006,21493,100000,50721,11457,Old,165970,1008720,77397.0,84824.0,86692.0,36443.0,73566.0,394925,757995.0,466695.0,0.62,115116.0,61308.0,New Regime,53808.0
U0323,Himmat Aggarwal,50,Dindigul,1103662,275371,10103,31422,20711,100000,28511,1403,New,163639,890023,37700.0,59714.0,42794.0,76333.0,61016.0,263852,538486.0,565176.0,0.49,90504.6,44002.3,New Regime,46502.3
U0324,Advika Borra,27,Jamalpur,1705585,258524,110317,12205,20039,200000,72782,17810,Old,360371,1295214,84243.0,55964.0,85267.0,43484.0,67725.0,272512,608928.0,1096657.0,0.36,201064.2,109042.8,New Regime,92021.40000000001
U0325,Kashvi Khanna,43,Kirari Suleman Nagar,1586293,255342,82409,21054,36561,100000,97003,8855,Old,248879,1287414,25006.0,25748.0,65213.0,34784.0,94764.0,88210,328286.0,1258007.0,0.21,198724.2,107482.8,New Regime,91241.40000000001
U0326,Jayesh Tank,44,Sambalpur,1830491,214685,23248,23527,9947,0,149374,5868,New,62590,1717901,75171.0,58553.0,92496.0,23484.0,24349.0,124363,401185.0,1429306.0,0.22,327870.3,215370.3,New Regime,112500.0
U0327,Aarav Chokshi,31,Gwalior,1999601,78179,8024,45947,32335,100000,55568,10839,Old,197145,1752456,33335.0,67110.0,58470.0,41244.0,97842.0,322247,616428.0,1383173.0,0.31,338236.8,225736.8,New Regime,112500.0
U0328,Rohan Mane,44,Mangalore,700709,233260,85947,18443,15859,0,134304,10,Old,120259,530450,72065.0,82023.0,78358.0,93894.0,46590.0,158279,524986.0,175723.0,0.75,18590.0,0.0,New Regime,18590.0
U0329,Saira Kadakia,33,Vellore,2300163,105099,91829,16524,23122,0,102062,6330,New,137805,2112358,39613.0,42880.0,83593.0,55958.0,87304.0,271420,576744.0,1723419.0,0.25,446207.39999999997,333707.4,New Regime,112499.99999999994
U0330,Lakshay Bail,25,Navi Mumbai,1634816,85262,92708,28202,1577,0,104301,15061,Old,137548,1447268,72654.0,74813.0,64568.0,20148.0,95283.0,266356,588542.0,1046274.0,0.36,246680.4,139453.6,New Regime,107226.79999999999
U0331,Renee Choudhury,32,Bally,2025351,128213,86664,16,42256,0,51507,9230,New,138166,1837185,41059.0,95462.0,83445.0,32202.0,77015.0,283196,612656.0,1412695.0,0.3,363655.5,251155.5,New Regime,112500.0
U0332,Miraan Chanda,31,Satna,2364956,167407,149329,46142,28350,100000,124277,19209,Old,343030,1971926,72156.0,45469.0,88495.0,78374.0,81363.0,279919,642292.0,1722664.0,0.27,404077.8,291577.8,New Regime,112500.0
U0333,Tushar Gara,42,Kadapa,1723062,199340,143927,16848,41932,0,129999,7464,Old,210171,1462891,37487.0,84021.0,73622.0,90280.0,91812.0,337324,716276.0,1006786.0,0.42,251367.3,142578.2,New Regime,108789.09999999998
U0334,Nitara Date,32,Deoghar,1759490,258938,85178,20855,33798,100000,100128,14746,Old,254577,1454913,25319.0,51179.0,38139.0,23757.0,80259.0,275161,488339.0,1271151.0,0.28,248973.9,140982.6,New Regime,107991.29999999999
U0335,Tara Dave,25,Sambhal,1527199,136269,101121,18211,31898,100000,10683,3003,New,254233,1222966,37556.0,48193.0,55881.0,44082.0,70497.0,310363,566458.0,960741.0,0.37,179389.8,94593.2,New Regime,84796.59999999999
U0336,Tara Upadhyay,35,Darbhanga,1417289,110545,20025,25095,15881,0,23664,7195,New,68196,1299093,46608.0,79329.0,40289.0,93051.0,40937.0,214393,515270.0,902019.0,0.36,202227.9,109818.6,New Regime,92409.29999999999
U0337,Tanya Babu,52,Jammu,2310637,284555,135530,38724,10785,200000,102364,23104,New,408143,1852494,77827.0,82965.0,70579.0,54749.0,31084.0,289754,606043.0,1704594.0,0.26,368248.19999999995,255748.2,New Regime,112499.99999999994
U0338,Azad Sidhu,49,Khammam,1307425,273894,63610,49241,6691,0,64340,19472,Old,139014,1118411,66055.0,27755.0,57775.0,30047.0,50361.0,203053,428352.0,879073.0,0.33,148023.3,77761.65,New Regime,70261.65
U0339,Azad Johal,49,Chennai,2185910,253218,70843,37583,17297,0,87236,13662,Old,139385,1996525,21571.0,72428.0,48637.0,33918.0,89062.0,263965,532778.0,1653132.0,0.24,411457.5,298957.5,New Regime,112500.0
U0340,Shamik Soman,42,Kirari Suleman Nagar,1052465,253038,107237,2843,6358,100000,11017,13739,New,230177,772288,59454.0,99142.0,53567.0,41797.0,58439.0,246892,560288.0,492177.0,0.53,66957.6,32228.8,New Regime,34728.8
