User_ID,Name,Age,City,Annual_Salary,HRA_Received,Rent_Paid,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Home_Loan_Principal_80C,Donations_80G,Regime,Total_Deductions,Taxable_Income
U0238,Mahika Bose,49,Guntakal,1940889,88067,115292,94767,31721,5033,0,9505,20896,New,152417,1738472
U0239,Advik Chaudhari,44,Jodhpur,2103194,223757,154813,54330,13704,7788,200000,102802,21143,New,296965,1756229
U0240,Dhanuk Rege,37,Mysore,788349,68073,177136,51707,2123,15689,0,133177,22258,Old,91777,646572
U0241,Rati Brahmbhatt,33,Shivpuri,1462729,86035,131631,18689,25174,44220,0,128303,3688,Old,91771,1320958
U0242,Jivin Madan,27,Machilipatnam,2049189,246049,89885,29084,44301,21598,200000,114897,7689,New,302672,1696517
U0243,Anahi Shan,31,Saharanpur,2379079,283782,265378,40387,49376,37480,0,58408,1379,Old,128622,2200457
U0244,Azad Basak,30,Bhilwara,794030,140373,129812,74816,47216,29703,100000,116908,4243,New,255978,488052
U0245,Aarush Krishnan,32,Aligarh,476077,133362,261572,2642,14586,66,200000,79731,10237,Old,227531,198546
U0246,Diya Barad,51,Bihar Sharif,533515,140517,124900,42137,31976,48623,0,65131,22891,New,145627,337888
U0247,Oorja Bajwa,33,Tirunelveli,1655564,115450,358432,62260,25416,45246,0,64280,16330,Old,149252,1456312
U0248,Tanya Hegde,54,Nangloi Jat,2308327,60382,152692,146510,1814,7533,100000,15762,24203,Old,280060,1978267
U0249,Vivaan Golla,29,Bhagalpur,525885,185509,307208,48442,13001,15103,0,117798,24977,New,101523,374362
U0250,Divit Ramachandran,25,Bikaner,1296209,252043,126403,103061,16508,4616,0,116854,19037,New,143222,1102987
U0251,Kashvi Shankar,43,Bareilly,941656,245684,171170,134066,19630,46045,0,58703,5611,Old,205352,686304
U0252,Faiyaz Deep,34,Singrauli,1070688,271427,351312,125844,13380,38498,0,63079,22511,Old,200233,820455
U0253,Sumer Issac,36,Mehsana,630203,111929,392023,99575,48174,43492,100000,21577,12516,New,303757,276446
U0254,Parinaaz Ganguly,48,Berhampore,1213738,283483,139871,1813,35699,11772,0,1214,13886,New,63170,1100568
U0255,Kaira Dey,39,Satara,2451531,278590,112174,93027,46335,23849,0,86339,20307,Old,183518,2218013
U0256,Damini Kumer,51,Panvel,1953731,148864,310823,123489,46806,49036,100000,48114,24843,Old,344174,1559557
U0257,Anvi Zachariah,46,Guntakal,595716,193401,303563,84381,12317,12940,0,63230,13716,New,123354,422362
U0258,Nayantara Deshmukh,48,Rampur,1290695,75169,217653,55276,35739,16932,0,67194,5912,New,113859,1126836
U0259,Mohanlal Balay,33,North Dumdum,400126,137468,190155,41243,34785,29769,100000,112333,21514,New,227311,122815
U0260,Nitara Badami,44,Singrauli,1238761,84594,391822,60272,31980,24648,0,37792,21823,New,138723,1050038
U0261,Gokul Deshmukh,41,Tezpur,900315,258029,368793,65618,23799,47411,100000,45807,24264,New,261092,589223
U0262,Kaira Chhabra,54,Dharmavaram,2169246,241703,207795,1920,35183,32966,200000,125266,6449,Old,276518,1842728
U0263,Suhana Kara,41,Kamarhati,1558521,95033,168668,106121,29166,27777,0,136213,1725,Old,164789,1343732
U0264,Zain Mammen,50,Bhatpara,1699445,113133,293397,76872,19480,32567,100000,104292,15870,New,244789,1404656
U0265,Alisha Dugar,44,Gulbarga,1141426,254237,225639,81132,1609,49723,0,122984,9304,Old,141768,949658
U0266,Inaaya  Shere,36,Anantapuram,898716,123861,319141,2093,717,17174,0,13777,7522,Old,27506,821210
U0267,Kismat Wable,54,Kolkata,2402324,233362,176019,12905,19945,42598,200000,38346,13663,New,289111,2063213
U0268,Rhea Doctor,31,Erode,2467801,275103,108803,121759,25592,13798,200000,54703,4784,Old,365933,2051868
U0269,Divyansh Ghosh,26,Mira-Bhayandar,532717,81750,229302,30981,28141,17558,0,94977,9472,Old,86152,396565
U0270,Kimaya Badami,27,Morbi,894592,276227,228934,73903,30009,44237,100000,47819,17616,Old,265765,578827
U0271,Jiya Gopal,41,Pudukkottai,1617078,90461,310147,70821,45430,178,200000,134917,10055,New,326484,1240594
U0272,Shanaya Sharaf,29,Raurkela Industrial Township,2354727,254872,110795,109200,6782,20470,200000,110186,12676,New,349128,1955599
U0273,Jivika Sha,41,Deoghar,2429454,128222,350914,82289,26536,17118,100000,23290,24722,Old,250665,2128789
U0274,Aarav Varty,48,Sri Ganganagar,2115630,162020,91093,116506,33816,22616,0,112551,7446,Old,180384,1885246
U0275,Ela Hayer,41,Jabalpur,718408,74226,359713,78513,25933,798,0,98682,21000,Old,126244,542164
U0276,Vihaan Bajwa,51,Bokaro,868276,56721,353334,138746,11618,7601,200000,134365,4725,Old,362690,455586
U0277,Mamooty Aurora,41,Davanagere,1414920,237226,253824,50516,8307,25363,0,118017,20061,Old,104247,1260673
U0278,Samar Soman,26,Baranagar,911411,70609,243399,69212,26671,2795,100000,119496,14769,Old,213447,647964
U0279,Jiya Raj,26,Karawal Nagar,1284377,233202,384214,133498,40673,31926,0,57089,22671,New,228768,1005609
U0280,Devansh Aggarwal,52,Begusarai,440738,180513,120197,130970,42761,45264,0,147680,24864,Old,243859,146879
U0281,Lakshay Gola,46,Aligarh,2298739,253981,82261,90009,10338,37356,0,128713,1409,Old,139112,2109627
U0282,Shanaya Badami,47,Bhalswa Jahangir Pur,1629336,154211,237584,44816,38346,7297,200000,16619,8205,New,298664,1280672
U0283,Tanya Sagar,29,Chinsurah,1417433,236321,371077,4138,46602,3084,0,78006,16365,Old,70189,1297244
U0284,Tiya Kaul,25,Dharmavaram,866725,229967,215450,91176,6548,30329,100000,14779,256,Old,228309,588416
U0285,Lakshit Mammen,25,Kamarhati,1574737,275545,120583,75945,40149,11110,0,21630,18105,Old,145309,1379428
U0286,Rati Iyer,43,Coimbatore,1981530,186728,240105,4017,21164,731,0,105575,15704,Old,41616,1889914
U0287,Aniruddh Sarraf,54,Pimpri-Chinchwad,1244193,174865,191032,10451,27526,1129,0,115436,17807,New,56913,1137280
U0288,Urvi Mani,26,Satara,2487258,124520,286940,93863,31222,28022,100000,143250,21337,Old,274444,2162814
U0289,Ayesha Hans,45,Motihari,698512,244812,384748,10278,20176,1605,0,22784,2990,New,35049,613463
U0290,Samar Vala,36,Kishanganj,1062143,114309,306727,43764,2941,11970,0,112167,1195,Old,59870,952273
U0291,Pihu Ray,50,Bhagalpur,1650155,79984,153869,123030,5695,43705,0,67359,20943,Old,193373,1406782
U0292,Mannat Borde,30,Panipat,1396530,168947,347554,132206,39169,44130,0,78608,20749,New,236254,1110276
U0293,Pari Kari,47,Ramagundam,1171253,254894,267116,62943,47947,29265,200000,15111,1244,Old,341399,779854
U0294,Ira D’Alia,28,Ludhiana,2476696,55901,274387,95667,47224,32330,200000,24161,11415,New,386636,2040060
U0295,Charvi Ganesh,47,Dibrugarh,1778246,212624,282416,54318,45865,2933,0,118920,6766,New,109882,1618364
U0296,Anaya Krishna,35,Bhiwani,2436915,272317,166716,103423,25553,15187,100000,104823,21686,New,265849,2121066
U0297,Oorja Bhavsar,48,Erode,783152,81055,134245,103998,38965,25791,200000,125014,11662,Old,380416,352736
U0298,Vritika Acharya,51,Salem,1354652,218757,123056,60128,38218,24900,0,130466,16210,Old,139456,1165196
U0299,Kavya Bhagat,41,Begusarai,1445482,255037,330736,21869,25359,5074,200000,67313,17690,Old,269992,1125490
U0300,Trisha Wason,30,Kollam,2239765,195788,359687,5039,24816,46805,200000,80308,10313,Old,286973,1902792
U0301,Stuvan Sandal,48,Bhalswa Jahangir Pur,1991961,164099,305683,112935,8378,26426,0,46389,2402,New,150141,1791820
U0302,Veer Cherian,29,Raipur,2114331,61138,345972,10442,1881,39867,0,149233,16880,Old,69070,1995261
U0303,Heer Dara,44,Singrauli,2338900,216370,196656,73788,39567,893,200000,107800,19783,Old,334031,1954869
U0304,Madhup Grover,26,Mirzapur,1695302,232184,97087,119729,47365,34158,100000,138562,13275,New,314527,1330775
U0305,Aradhya Suri,30,Bhiwandi,970451,73429,373481,27586,13675,19773,0,119547,14915,New,75949,844502
U0306,Arhaan Shah,46,Bijapur,419816,100200,216554,53053,4586,4239,0,24502,909,Old,62787,307029
U0307,Anya Walia,35,Tenali,1367344,252380,262024,86346,25006,20863,0,35757,15806,New,148021,1169323
U0308,Yakshit Jani,40,Moradabad,1604565,229316,216535,67087,41198,3432,100000,41111,372,New,212089,1342476
U0309,Miraya Borde,40,Khammam,2069595,298289,323236,143697,22831,35139,100000,98273,22620,New,324287,1695308
U0310,Ishaan Trivedi,25,Mangalore,1438896,295127,150448,34397,35113,1515,200000,58645,1344,New,272369,1116527
U0311,Nitya Krishnamurthy,33,Barasat,1974623,151268,84648,58671,16459,31670,0,110218,8515,New,115315,1809308
U0312,Mamooty Deshmukh,52,Silchar,533554,286513,375767,116214,32443,48674,100000,59055,2431,Old,299762,183792
U0313,Jiya Bajaj,51,Sangli-Miraj & Kupwad,664223,67347,115634,66897,42316,39094,100000,119815,21054,Old,269361,344862
U0314,Lavanya Varty,30,Panvel,2368797,197992,391478,136355,30595,14605,0,140070,19168,Old,200723,2118074
U0315,Amira Badami,40,Shivpuri,1508252,81822,102054,138682,5877,5586,0,101026,10585,Old,160730,1297522
U0316,Rania Balasubramanian,53,Ramgarh,2190380,227731,150028,14924,39553,35685,200000,70192,15462,Old,305624,1834756
U0317,Indranil Ramanathan,27,Davanagere,2063261,90108,102207,113143,48601,48669,200000,52021,1695,Old,412108,1601153
U0318,Jayan Banik,44,Kochi,2066471,178955,310893,110253,4922,31186,0,29092,1907,Old,148268,1868203
U0319,Tara Sachdev,52,Aligarh,1598097,270171,161554,100297,4686,26928,100000,132314,21198,New,253109,1294988
U0320,Armaan Anand,51,Buxar,826752,57967,232458,869,32766,32728,0,106843,17164,Old,83527,693225
U0321,Rasha Gala,28,Berhampur,988365,160719,163276,97088,14407,17551,100000,132903,1019,Old,230065,708300
U0322,Divij Mangat,43,Siliguri,1224690,61871,394925,1014,32006,21493,100000,50721,11457,Old,165970,1008720
U0323,Himmat Aggarwal,50,Dindigul,1103662,275371,263852,10103,31422,20711,100000,28511,1403,New,163639,890023
U0324,Advika Borra,27,Jamalpur,1705585,258524,272512,110317,12205,20039,200000,72782,17810,Old,360371,1295214
U0325,Kashvi Khanna,43,Kirari Suleman Nagar,1586293,255342,88210,82409,21054,36561,100000,97003,8855,Old,248879,1287414
U0326,Jayesh Tank,44,Sambalpur,1830491,214685,124363,23248,23527,9947,0,149374,5868,New,62590,1717901
U0327,Aarav Chokshi,31,Gwalior,1999601,78179,322247,8024,45947,32335,100000,55568,10839,Old,197145,1752456
U0328,Rohan Mane,44,Mangalore,700709,233260,158279,85947,18443,15859,0,134304,10,Old,120259,530450
U0329,Saira Kadakia,33,Vellore,2300163,105099,271420,91829,16524,23122,0,102062,6330,New,137805,2112358
U0330,Lakshay Bail,25,Navi Mumbai,1634816,85262,266356,92708,28202,1577,0,104301,15061,Old,137548,1447268
U0331,Renee Choudhury,32,Bally,2025351,128213,283196,86664,16,42256,0,51507,9230,New,138166,1837185
U0332,Miraan Chanda,31,Satna,2364956,167407,279919,149329,46142,28350,100000,124277,19209,Old,343030,1971926
U0333,Tushar Gara,42,Kadapa,1723062,199340,337324,143927,16848,41932,0,129999,7464,Old,210171,1462891
U0334,Nitara Date,32,Deoghar,1759490,258938,275161,85178,20855,33798,100000,100128,14746,Old,254577,1454913
U0335,Tara Dave,25,Sambhal,1527199,136269,310363,101121,18211,31898,100000,10683,3003,New,254233,1222966
U0336,Tara Upadhyay,35,Darbhanga,1417289,110545,214393,20025,25095,15881,0,23664,7195,New,68196,1299093
U0337,Tanya Babu,52,Jammu,2310637,284555,289754,135530,38724,10785,200000,102364,23104,New,408143,1852494
U0338,Azad Sidhu,49,Khammam,1307425,273894,203053,63610,49241,6691,0,64340,19472,Old,139014,1118411
U0339,Azad Johal,49,Chennai,2185910,253218,263965,70843,37583,17297,0,87236,13662,Old,139385,1996525
U0340,Shamik Soman,42,Kirari Suleman Nagar,1052465,253038,246892,107237,2843,6358,100000,11017,13739,New,230177,772288
U0341,Divij Saini,47,Ujjain,1656182,89922,214832,130299,29301,19581,0,36613,15588,New,194769,1411413
U0342,Aarush Sinha,54,Dhanbad,476218,260436,233262,5668,26460,1462,0,30348,1789,Old,35379,390839
U0343,Indrajit Kumar,34,Bikaner,1170044,92913,147411,73233,31918,15511,100000,147520,19420,Old,240082,879962
U0344,Vanya Borde,27,Uluberia,1784775,147033,365521,81982,28747,10570,100000,9491,23761,Old,245060,1489715
U0345,Lavanya Reddy,31,Bharatpur,2135416,154792,118211,106133,15972,48665,0,121070,7598,Old,178368,1907048
U0346,Gokul Gokhale,52,Chandrapur,878446,236749,293981,10751,28310,44414,200000,58759,4838,New,288313,540133
U0347,Bhavin Shroff,40,Jhansi,862052,283226,345888,46218,22927,15474,100000,132040,5872,Old,190491,621561
U0348,Anya Dubey,50,Meerut,2128096,230913,336638,126649,1094,7037,200000,368,20037,Old,354817,1723279
U0349,Heer Arya,40,Bally,747739,227404,367139,7352,38892,28129,0,35010,11367,Old,85740,611999
U0350,Indrajit Ravi,49,Kamarhati,872327,273134,228049,88835,34172,42267,100000,35851,4299,Old,269573,552754
U0351,Ojas Chad,44,Agra,434911,169863,309010,97493,23324,13386,200000,122761,17357,Old,351560,33351
U0352,Heer Bera,52,Anantapuram,2322135,276766,114542,28927,20674,6221,100000,127152,7083,Old,162905,2109230
U0353,Yuvraj  Kashyap,41,Thrissur,1378039,206104,90651,101948,3982,23474,100000,78858,5494,Old,234898,1093141
U0354,Madhup Kanda,26,Ahmednagar,1299885,218918,179239,29493,45283,40537,0,67005,11317,New,126630,1123255
U0355,Hunar Seshadri,25,Alappuzha,1008746,240546,306416,31707,15790,49839,0,37493,19790,New,117126,841620
U0356,Indrans Singhal,40,Vasai-Virar,716915,94936,358859,138368,12205,47124,0,10292,21534,New,219231,447684
U0357,Anay Choudhury,54,Morbi,899876,210866,235378,35842,24338,21045,0,92377,3129,Old,84354,765522
U0358,Kanav Anne,36,Dharmavaram,2362165,242660,230158,13261,12748,25783,200000,148279,104,New,251896,2060269
U0359,Manikya Toor,29,Shivpuri,1011213,252056,221130,76709,21097,40157,0,101735,7433,Old,145396,815817
U0360,Indrans Bains,29,Pali,1168734,231403,335948,95985,3092,4922,200000,22912,7689,Old,311688,807046
U0361,Kanav Biswas,51,Ichalkaranji,447057,275469,144200,106616,22692,46407,200000,80771,3567,Old,379282,17775
U0362,Kashvi Gola,47,Buxar,1716870,78141,185848,67173,23862,22706,0,107293,20732,Old,134473,1532397
U0363,Taran Ganesh,33,Orai,2239433,190146,186022,31781,24860,42771,0,99083,20774,New,120186,2069247
U0364,Keya Sur,33,Durgapur,2426580,187478,257691,13652,13971,32479,200000,113655,23195,Old,283297,2093283
U0365,Rasha Ganesh,27,Nandyal,1108754,147359,336453,5103,14616,5178,200000,97459,17565,Old,242462,816292
U0366,Dhanuk Ganguly,43,Anantapuram,2407954,173279,142068,25500,4933,30022,0,136606,4644,New,65099,2292855
U0367,Jivin Sampath,40,Jabalpur,544931,204363,241445,100336,4926,15240,0,111695,14966,New,135468,359463
U0368,Raghav Bali,40,Panihati,1892252,91568,244226,113499,25763,26220,100000,34268,11330,New,276812,1565440
U0369,Anahita Sridhar,27,Narasaraopet,801921,147539,217103,149524,3969,36736,100000,107338,22257,Old,312486,439435
U0370,Kashvi Korpal,44,Mirzapur,2408960,96851,304605,49393,35733,2716,0,26336,4394,New,92236,2266724
U0371,Akarsh Grewal,48,Hajipur,660910,281014,283047,47406,4319,16574,100000,3641,3534,Old,171833,439077
U0372,Jayant Sastry,46,Jhansi,487955,104823,364929,63059,41743,46279,0,87132,22228,Old,173309,264646
U0373,Nehmat Shankar,48,Durg,2337878,73312,329768,147026,39876,17719,0,32959,22323,New,226944,2060934
U0374,Advika Tata,25,Chandigarh,607990,224180,239741,82722,41909,8181,0,144378,12388,New,145200,412790
U0375,Indrans Bhavsar,48,Tenali,2485259,247990,174475,12356,20323,45763,0,74123,11319,New,89761,2345498
U0376,Ishita Iyengar,44,Chapra,938884,215243,82282,128128,16428,44066,0,21498,6475,Old,195097,693787
U0377,Advik Tara,35,Warangal,2399652,222851,245696,2187,34578,49530,0,70198,18158,Old,104453,2245199
U0378,Kiaan Chaudry,41,Madhyamgram,1396261,249900,259510,77243,20950,20213,0,27197,14728,Old,133134,1213127
U0379,Samarth Mandal,32,Nizamabad,2105215,288387,300972,35098,43041,6380,0,108775,12006,Old,96525,1958690
U0380,Chirag Dass,28,Dehradun,1642845,148723,242777,134678,41789,615,0,25032,24667,Old,201749,1391096
U0381,Nitya Bath,30,Gurgaon,2346504,62411,248509,57620,18293,463,200000,59624,16150,Old,292526,2003978
U0382,Tiya Saha,32,Madanapalle,1306739,283893,288944,126270,6364,31973,0,78177,446,New,165053,1091686
U0383,Aarush Vig,44,Tinsukia,2383851,299062,199006,14387,35349,9158,0,41964,108,Old,59002,2274849
U0384,Vanya Sangha,54,Katni,2396055,107009,316440,69463,691,20651,100000,111030,3239,New,194044,2152011
U0385,Lakshay Sama,27,Bhiwani,1705289,196494,284054,133663,30062,3158,200000,54646,5931,New,372814,1282475
U0386,Divit Chander,40,Guwahati,1890077,223540,392727,91683,931,20008,0,81187,4053,New,116675,1723402
U0387,Myra Garg,54,Srikakulam,943351,82371,380536,62061,45896,46202,100000,139608,13746,New,267905,625446
U0388,Jayan Venkataraman,49,Suryapet,467642,107022,87461,81257,31730,4938,100000,117399,20921,New,238846,178796
U0389,Taran Golla,27,Gwalior,490093,121229,180123,61753,14226,38185,100000,56747,22745,Old,236909,203184
U0390,Bhamini Joshi,49,Bidhannagar,1956182,149071,352660,84774,13861,22388,0,45712,1245,Old,122268,1783914
U0391,Sahil Kothari,53,Thrissur,617215,232268,228586,142159,31301,8881,100000,137345,19104,Old,301445,265770
U0392,Bhavin Dewan,42,Bally,2403679,261426,311496,23408,48243,5603,0,71820,13839,Old,91093,2262586
U0393,Urvi Bhatt,38,Deoghar,2155856,146774,247860,124116,22766,34980,100000,125342,24853,New,306715,1799141
U0394,Jivika Venkatesh,42,Kozhikode,2132465,277482,286821,131208,36174,22504,100000,91228,12856,New,302742,1779723
U0395,Ira Shanker,26,Gandhinagar,435954,76715,272121,17413,41107,16766,0,74353,24125,New,99411,286543
U0396,Romil Khare,46,Shahjahanpur,926861,77605,116027,113650,17695,28386,200000,92091,5105,Old,364836,512025
U0397,Neelofar Chacko,27,Satara,2444424,149853,253921,59500,41347,11695,0,85914,2922,Old,115464,2278960
U0398,Vaibhav Aggarwal,40,Naihati,1286040,81174,228930,84514,3121,17796,200000,106718,2513,Old,307944,928096
U0399,Tushar Kata,53,Amaravati,722918,191028,295234,56358,18257,42543,0,148199,2801,Old,119959,552959
U0400,Mohanlal Gill,33,Thrissur,1472328,285516,159003,66197,28164,14559,0,11539,13895,New,122815,1299513
U0401,Kartik Sridhar,28,Gandhinagar,516739,126373,263467,76240,25491,38914,0,46219,6981,New,147626,319113
U0402,Tejas Dhar,25,Kozhikode,2290969,119252,119758,16322,23165,33139,200000,145764,8221,Old,280847,1960122
U0403,Eva Bedi,28,Bikaner,1686585,243021,396456,113053,48714,38333,0,13334,22886,Old,222986,1413599
U0404,Yakshit Hegde,25,Katihar,1180316,243718,162279,6968,3748,8802,0,7903,6038,New,25556,1104760
U0405,Lagan Kapur,38,Sambhal,1766853,120017,95434,27518,33045,8307,0,146701,22613,New,91483,1625370
U0406,Alisha Vaidya,45,Kishanganj,1414929,113037,275119,51925,26553,40205,100000,58008,15082,New,233765,1131164
U0407,Hridaan Chaudhuri,40,Aizawl,1966847,139818,325754,111900,44331,33214,100000,99318,14648,New,304093,1612754
U0408,Kartik Ray,44,Bharatpur,1880035,56548,163555,93422,30497,34159,0,141932,364,Old,158442,1671593
U0409,Jivika Mangal,48,Warangal,588456,166981,208379,1700,31308,11516,0,148510,1800,New,46324,492132
U0410,Kaira Kapur,32,Danapur,2406032,284213,296992,93782,39560,29086,0,67300,14110,New,176538,2179494
U0411,Arhaan Rajagopal,31,Coimbatore,628504,254366,319511,23199,46686,48222,0,129263,5958,New,124065,454439
U0412,Tiya Sharaf,27,Tinsukia,2094693,290276,256806,5520,10374,30480,0,20842,9096,New,55470,1989223
U0413,Hansh Tara,41,Eluru,2444491,204249,148803,109814,4675,44659,100000,42372,7436,Old,266584,2127907
U0414,Sahil Kashyap,25,Kharagpur,1974486,74022,363456,123364,1170,47766,0,114316,21177,Old,193477,1731009
U0415,Indranil Bhalla,40,Madhyamgram,973044,156297,304448,14955,41449,38737,0,98971,24544,Old,119685,803359
U0416,Jhanvi Tella,36,Durgapur,1489385,186614,255251,144989,43485,9265,0,38744,12638,Old,210377,1229008
U0417,Jiya Agarwal,51,Faridabad,1989589,272084,282514,64925,12450,48629,200000,116082,179,Old,326183,1613406
U0418,Ojas Suresh,43,Bhagalpur,1116756,277392,325404,107216,10680,5454,200000,57442,3873,Old,327223,739533
U0419,Jivin Sarin,46,Saharsa,451226,110428,197961,70269,10068,35918,200000,129070,20344,New,336599,64627
U0420,Aaina Sampath,47,Hapur,1626476,203812,382523,41458,35230,26181,0,85990,17570,New,120439,1456037
U0421,Neelofar Chaudry,46,Hyderabad,972212,109353,97297,89037,46418,15386,0,121670,15455,New,166296,755916
U0422,Vedika Dubey,38,Haridwar,624137,271425,344155,99977,26206,39182,0,106917,17157,New,182522,391615
U0423,Urvi Sibal,54,Giridih,1900844,163132,200234,43939,287,37425,0,3650,12797,Old,94448,1756396
U0424,Aaina Atwal,30,Kavali,1329168,237604,124014,29345,22337,43254,100000,45117,4460,New,199396,1079772
U0425,Shaan Kala,30,Bellary,763476,66052,323166,110107,20666,24327,100000,91244,15316,Old,270416,443060
U0426,Lakshay Khare,37,Bhagalpur,1800283,150689,258570,121866,1161,21181,200000,3190,352,New,344560,1405723
U0427,Mohanlal Cherian,43,Saharsa,2133309,228148,338864,69166,49281,47662,200000,48113,23327,New,389436,1693873
U0428,Hiran Bail,46,Munger,1959161,234492,353264,97406,35131,21452,0,139861,21586,New,175575,1733586
U0429,Prerak Gour,32,Kharagpur,1091757,181743,364996,49298,24535,38248,100000,32125,5344,Old,217425,824332
U0430,Madhup Dugar,51,Karimnagar,790719,50163,288559,44942,32528,40801,0,130000,4507,New,122778,617941
U0431,Ela Raman,51,Hapur,1927937,91424,171575,3453,38751,33751,0,148531,4830,Old,80785,1797152
U0432,Tara Madan,26,Jodhpur,1549947,290610,175040,102811,16527,21991,100000,111904,11220,Old,252549,1247398
U0433,Devansh Ravel,45,Mau,2453490,234816,228510,54935,40975,41311,0,18768,117,New,137338,2266152
U0434,Aaina Bajaj,54,Rajkot,1396121,251403,259587,122439,23853,9916,0,81099,16865,Old,173073,1173048
U0435,Manikya Sarraf,25,Raiganj,1108362,191706,85744,8328,14758,10143,0,87421,4287,Old,37516,1020846
U0436,Raunak Wable,52,Amravati,1276031,185870,294892,15534,244,25855,100000,6895,23186,New,164819,1061212
U0437,Faiyaz Choudhury,39,Meerut,2438435,72420,384503,85280,3178,15581,100000,71017,24682,New,228721,2159714
U0438,Anvi Bhatnagar,25,Ongole,1670896,298115,230871,36320,31831,1907,0,23932,4477,New,74535,1546361
U0439,Anahita Ramakrishnan,29,Bihar Sharif,1459622,170575,304834,49170,2176,29424,200000,21360,6533,New,287303,1122319
U0440,Kimaya Tailor,52,Gorakhpur,628071,79300,200906,100546,37770,23308,0,54847,16627,New,178251,399820
U0441,Neelofar Chander,53,Siwan,778165,139881,281260,80201,33654,41984,0,90365,23396,New,179235,548930
U0442,Priyansh Devan,40,Yamunanagar,2394849,60749,300931,8640,26627,41505,100000,85468,12755,Old,189527,2155322
U0443,Shayak Randhawa,43,Motihari,1108662,154131,333593,136690,46489,46525,100000,38931,865,New,330569,728093
U0444,Umang Barman,28,Khandwa,1715573,206193,318746,132992,44910,36942,200000,55823,11173,New,426017,1239556
U0445,Hunar Vora,27,Singrauli,1412117,178563,87597,43937,24881,26957,0,38032,5329,Old,101104,1261013
U0446,Gatik Konda,41,Kishanganj,1045188,87487,389237,143279,35422,25464,100000,18807,603,New,304768,690420
U0447,Dhruv Kashyap,41,Tiruchirappalli,1931191,275019,283199,141871,11984,48476,100000,142839,5756,Old,308087,1573104
U0448,Manikya Babu,36,Siwan,815008,214433,288434,70463,23776,23649,200000,139143,11254,New,329142,435866
U0449,Lakshit Raju,52,North Dumdum,2031993,71223,237489,93500,17755,42065,0,53413,4018,New,157338,1824655
U0450,Manikya Banik,54,Warangal,1909090,122930,195598,37158,7135,27125,100000,15540,5192,Old,176610,1682480
U0451,Adira Babu,53,Tirunelveli,1570365,195128,330100,84607,320,34758,100000,70248,2015,New,221700,1298665
U0452,Aarush Datta,38,Howrah,1079418,78380,338589,119639,37422,5596,0,110494,9850,Old,172507,856911
U0453,Aarav Chahal,45,Suryapet,1100780,76035,264233,71696,28635,16374,0,85435,3380,New,120085,930695
U0454,Prisha Uppal,30,Machilipatnam,2011754,80620,332388,61510,21684,3775,0,19787,3770,New,90739,1871015
U0455,Ira Dhar,27,Orai,1514593,200949,213241,120076,23238,27388,100000,20982,5829,Old,276531,1188062
U0456,Neysa Gara,52,Ichalkaranji,1626952,236388,295164,58692,21889,21029,200000,22606,1613,New,303223,1273729
U0457,Vardaniya Dubey,33,Solapur,2136857,245113,233124,130841,30313,18445,100000,141222,13147,New,292746,1794111
U0458,Eshani Choudhury,29,Kharagpur,1056884,290012,284923,15810,32535,48474,100000,112223,15545,Old,212364,794520
U0459,Faiyaz Zacharia,48,Munger,2006872,167360,88036,136198,48899,14645,100000,46936,18263,New,318005,1638867
U0460,Anahi Subramaniam,53,Nandyal,1503913,103352,111778,111718,10770,31105,0,93286,5372,Old,158965,1294948
U0461,Akarsh Behl,41,Bidar,1724070,211983,234245,90932,39321,13668,0,139665,20492,New,164413,1509657
U0462,Ishita Choudhary,38,Silchar,2058987,213856,241475,192,20426,15960,0,148430,10538,Old,47116,1961871
U0463,Neelofar Badami,45,Sikar,1948459,53191,282747,36413,44327,11357,0,37381,148,New,92245,1806214
U0464,Neysa Dutt,27,Agartala,1993445,214232,98800,143888,41777,37203,0,121465,1754,Old,224622,1718823
U0465,Pihu Buch,52,Singrauli,2061793,140536,367516,39082,46250,15804,100000,28074,7378,Old,208514,1803279
U0466,Saksham Sen,25,Phusro,1016036,154576,362682,65048,7498,14626,0,44194,13591,New,100763,865273
U0467,Rati Raj,44,Mira-Bhayandar,1780346,245713,311312,123130,39404,28132,0,26853,23065,New,213731,1516615
U0468,Mehul Kalla,53,Bhind,1193392,230795,139500,50940,40130,7951,0,73719,20140,Old,119161,1024231
U0469,Pranay Khurana,45,Aizawl,828988,53631,247647,40142,16395,6449,0,118724,9371,New,72357,706631
U0470,Navya Soni,47,Hyderabad,580553,187244,316527,36468,49346,19065,200000,13703,12779,Old,317658,212895
U0471,Nayantara Saini,25,Siwan,960696,92080,190659,141727,2537,35967,200000,117491,21776,New,402007,508689
U0472,Prerak Varty,27,Giridih,1099983,270169,107716,140431,19226,39536,100000,58453,9795,New,308988,740995
U0473,Prisha Batta,42,Haldia,1591902,140353,82352,129048,15216,9130,0,88478,19436,Old,172830,1369072
U0474,Kabir Sheth,49,Tenali,1459920,201353,213004,42056,18613,23824,100000,33161,5692,Old,190185,1219735
U0475,Vedika Dave,34,Thrissur,2420836,78671,88556,51831,3009,41401,200000,114296,4218,New,300459,2070377
U0476,Jivin Tella,46,Bhagalpur,864071,172811,341973,59191,24368,36993,100000,140788,4803,New,225355,588716
U0477,Indrajit Deep,50,Maheshtala,586833,232503,216570,121948,29327,31875,0,33349,18761,New,201911,334922
